WO,"District
","Ward
","Date
","Shift
","Supervisor
",# Staff OR Contracted Crew,"Hours Worked
",# of Equipment (Dump Trucks),In-House/ Contractor (RAW),"Dump Truck Provider 
Contractor",Location,From ,To,"Type (Road Class/ School, Bridge)
","Equip. Method
","# Loads
","Tonnes 
(auto-populates)
","One Side/ Both Sides
","# Km
",Snow Dumped Site,__submission_id
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Elmwood Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.75,7.5,Both,0.384,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Hillcrest Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.75,7.5,Both,0.358,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Empress Ave,Yonge St,Doris Ave,Collector,FEL w/Blower,0.75,7.5,Both,0.316,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Kingsdale Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.75,7.5,Both,0.284,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Norton Ave,Yonge St,Doris Ave,Collector,FEL w/Blower,0.75,7.5,Both,0.23,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Church Ave,Yonge St,Doris Ave,Collector,FEL w/Blower,0.75,7.5,Both,0.224,Transit,
,TEY,19,2-Mar-25,6:00 AM - 6:00 PM,Tomas Chamul,9,12,9.0,In-House / A1,Eastern,Bellhaven Rd,Duvernet Ave,Eastwood Rd,Local,Blower,38,380.0,W,0.14,Unwin,
,TEY,19,2-Mar-25,6:00 AM - 6:00 PM,Tomas Chamul,,,,In-House / A1,Eastern,Bowmore Rd,Wrenson Rd,Fairmount Cres,Local,Blower,,0.0,W,0.2,Unwin,
,TEY,19,2-Mar-25,6:00 AM - 6:00 PM,Tomas Chamul,,,,In-House / A1,Eastern,Fairmount Cres,Bowmore Rd,Glenmore Rd,Local,Blower,,0.0,W,0.33,Unwin,
,TEY,19,2-Mar-25,6:00 AM - 6:00 PM,Tomas Chamul,,,,In-House / A1,Eastern,Duvernet Ave,Woodbine Ave,Bellhaven Rd,Local,Blower,,0.0,N,0.33,Unwin,
,TEY,19,2-Mar-25,6:00 AM - 6:00 PM,Tomas Chamul,,,,In-House / A1,Eastern,Eastwood Rd,Bellhaven Rd,Woodbine Ave,Local,Blower,,0.0,N,0.33,Unwin,
,TEY,19,2-Mar-25,6:00 AM - 6:00 PM,Tomas Chamul,,,,In-House / A1,Eastern,Gainsborough Rd,Eastwood Rd,Cairns Ave,Local,Blower,,0.0,W,0.24,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,7,10,17.0,In-House / A1,Leslie,Westwood Ave,Broadview Ave,Donlands Ave,Local,Blower,51,510.0,Both,2.68,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Floyd Ave,Donlands Ave,Carlaw Ave,Local,Blower,,0.0,Both,0.35,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Dewhurst Bvld,Floyd Ave,Mortimer Ave,Local,Blower,,0.0,Both,0.34,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Woodycrest Ave,Floyd Ave,Mortimer Ave,Local,Blower,,0.0,Both,0.76,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Gowan Ave,Carlaw Ave,Broadview Ave,Local,Blower,,0.0,S,0.38,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Gamble Ave,Pape Ave,Donlands Ave,Local,Blower,,0.0,S,0.59,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Todmorden Lane,Gamble Ave,Cosburn Ave,Local,Blower,,0.0,W,0.11,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Torrens Ave,Pape Ave,Broadview Ave,Local,Blower,,0.0,S,0.45,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Woodville Ave,Broadview Ave,Pape Ave,Local,Blower,,0.0,Both,0.9,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Hassard Ave,Woodville Ave,O’Connor Dr,Local,Blower,,0.0,Both,0.22,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Bater Ave,Broadview Ave,Floyd Ave,Local,Blower,,0.0,Both,0.44,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Burley Ave,Gowan Ave,Westwood Ave,Local,Blower,,0.0,Both,0.54,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Floyd Ave,Logan Ave,Burley Ave,Local,Blower,,0.0,Both,0.36,Unwin,
,TEY,14,2-Mar-25,7:00 AM - 5:00 PM,Ian McGhee,,,,In-House / A1,Leslie,Floyd Ave,Pape Ave,Carlaw Ave,Local,Blower,,0.0,S,0.19,Unwin,
,TEY,19,2-Mar-25,7:00 AM - 5:00 PM,Tariq Habib,6,10,6.0,In-House / A1,King,Avion Ave,Glen Manor Dr,MacLean Ave,Local,Blower,11,110.0,Both,0.252,Unwin,
,TEY,19,2-Mar-25,7:00 AM - 5:00 PM,Tariq Habib,,,,In-House / A1,King,Bonfield Ave,Glen Manor Dr,MacLean Ave,Local,Blower,,0.0,Both,0.258,Unwin,
,TEY,19,2-Mar-25,7:00 AM - 5:00 PM,Tariq Habib,,,,In-House / A1,King,Selwood Ave,Glen Manor Dr,MacLean Ave,Local,Blower,,0.0,Both,0.258,Unwin,
,TEY,19,2-Mar-25,7:00 AM - 5:00 PM,Tariq Habib,,,,In-House / A1,King,Hubbard Blvd,Glen Manor Dr,Balsam Ave,Local,Blower,,0.0,Both,0.442,Unwin,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Byng Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.5,5.0,Both,0.226,Transit,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,6,10,6.0,In-House / A1,King,Boston Ave,Gerrard St E,Dead End,,,26,260.0,E,0.24,Unwin,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,,,,In-House / A1,King,Austin Ave,entire street,,,,,0.0,S,0.24,Unwin,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,,,,In-House / A1,King,Boston Ave,Dundas St E,Queen St E,,,,0.0,W&E,0.86,Unwin,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,,,,In-House / A1,King,Heward Ave,Queen St E,Eastern Ave,,,,0.0,W&E,0.6,Unwin,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,,,,In-House / A1,King,Pape Ave,Eastern Ave,Gerrard St E,,,,0.0,W&E,2.2,Unwin,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,,,,In-House / A1,King,Winnifred Ave,Eastern Ave,Queen St E,,,,0.0,W,0.31,Unwin,
,TEY,14,2-Mar-25,6:30 AM - 6:30 PM,Tariq Habib,,,,In-House / A1,King,Caroline Ave,Queen St E,Eastern Ave,,,,0.0,W,0.31,Unwin,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,McKee Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.5,5.0,Both,0.212,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Holmes Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.5,5.0,Both,0.314,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Parkview Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.5,5.0,Both,0.25,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Olive Ave,Yonge St,Doris Ave,Local,FEL w/Blower,0.5,5.0,Both,0.44,Transit,
,NY,18,8-Mar-25,Day - 7:00am-7:00am,M. Mariani ,MM Crew 1,,,TOA2-2,,Doris Ave,Finch Av,Sheppard Ave,Arterial,FEL w/Blower,0.5,5.0,Both,0,Transit,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,12,6.0,TOA1-3,,Morrison Ave,Nairn Ave,Dufferin St,Local,FEL w/Blower,17,170.0,S Side,0.459,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Hope St,Nairn Ave,Dufferin St,Collector,FEL w/Blower,,,S Side,0.457,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Ascot Ave,Nairn Ave,Dufferin St,Local,FEL w/Blower,,,S Side,0.455,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Boon Ave,St Clair Ave W,Rogers Rd,Local,FEL w/Blower,,,Both,1.692,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,St Clair Gdns,Ascot Ave,St Clair Ave W,Local,FEL w/Blower,,,Both,0.466,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Norton Ave,Dufferin St,St Clair Gdns,Local,FEL w/Blower,,,N Side,0.155,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Goodwood Ave,Dufferin St,Boon Ave,Local,FEL w/Blower,,,S Side,0.247,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Day Ave,Rogers Rd,Goodwood Ave,Local,FEL w/Blower,,,E Side,0.503,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 1,,,TOA1-3,,Sellers Ave,Goodwood Ave,Rogers Rd,Local,FEL w/Blower,,,W Side,0.512,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,12,7.0,TOA1-3,,Holland Park Ave,Oakwood Ave,Lauder Ave,Local,FEL w/Blower,14,140.0,Both,0.672,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,O'Leary Ave,Glenholme Ave,Oakwood Ave,Local,FEL w/Blower,,,S Side,0.245,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Earlsdale Ave ,Oakwood Ave,Glenholme Ave,Local,FEL w/Blower,,,N Side,0.245,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Earnscliff Rd,Glenholme Ave,Oakwood Ave,Local,FEL w/Blower,,,both,0.49,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Conway Ave,Oakwood Ave,Glenholme Ave,Local,FEL w/Blower,,,both,0.488,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Glenhurst Ave,Oakwood Ave,Dead End,Local,FEL w/Blower,,,both,0.376,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Appleton Ave,Glenhurst Ave,St Clair Ave W,Local,FEL w/Blower,,,W Side,0.255,New Toronto,
,TEY,19,3-Mar-25,6:30 AM - 6:30 PM,Tomas Chamul,9,12,9.0,In-House / A1,Eastern,Northern Dancer Blvd,Queen St E,Lakeshore Blvd E,Local,Blower,22,220.0,W,0.46,Unwin,
,TEY,19,3-Mar-25,6:30 AM - 6:30 PM,Tomas Chamul,,,,In-House / A1,Eastern,Winner Crcl,Queen St E,Lakeshore Blvd E,Local,Blower,,0.0,W,0.46,Unwin,
,TEY,19,3-Mar-25,6:30 AM - 6:30 PM,Tomas Chamul,,,,In-House / A1,Eastern,Sarah Asbridge Ave,Queen St E,Lakeshore Blvd E,Local,Blower,,0.0,W,0.42,Unwin,
,TEY,19,3-Mar-25,6:30 AM - 6:30 PM,Tomas Chamul,,,,In-House / A1,Eastern,Joseph Duggan Rd,Queen St E,Lakeshore Blvd E,Local,Blower,,0.0,W,0.41,Unwin,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Grang Ave,Glenhurst Ave,St Clair Ave W,Local,FEL w/Blower,,,E Side,0.252,New Toronto,
,TEY,9,7-Mar-25,Day - 6:30am-6:30pm,T. Habib,TOA1-3 - Crew 2,,,TOA1-3,,Glenholme Ave,St Clair Ave W,Rogers Rd,Local,FEL w/Blower,,,Both,1.706,New Toronto,
,NY,15,18-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Lawrence Ave E,Bayview Ave,Yonge St,Arterial,FEL w/Blower,100,1000.0,One,1.7,Transit,
,NY,"16, 17",18-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Don Mills Rd,401 Expressway,(Bridge ID: 213),Bridge,FEL w/Blower,95,950.0,Both,0.838,Transit,
,NY,15,19-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,12,15.0,TOA2-2,,Bayview Ave,Lawrence Ave,Eglinton Ave E,Arterial,FEL w/Blower,18,180.0,W Side,1.94,Transit,
,NY,8,19-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Bathurst St - NB,Glencairn Ave,Fairlawn Ave,Arterial,FEL w/Blower,116,1160.0,E Side,1.42,Transit,
,NY,15,20-Feb-25,Day - 6:30am-6:30pm,P. Monardo / MP,TOA2-2 - Crew 1,6,15.0,TOA2-2,,Bayview Ave - NB,Eglinton Ave W,Glenvale Blvd,Arterial,FEL w/Blower,21,210.0,East side,0.556,Transit,
,NY,15,20-Feb-25,Day - 6:30am-6:30pm,P. Monardo / MP,TOA2-2 - Crew 1,,,TOA2-2,,Bayview Ave - SB,Millwood Rd,Moore Ave,Arterial,FEL w/Blower,21,210.0,West side,0.845,Transit,
,NY,8,20-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Wilson Ave,Murray Rd,Keele St,Arterial,FEL w/Blower,,0.0,Both,1.762,Transit,
,NY,15,21-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,6,15.0,TOA2-2,,Bayview Ave - NB,Glenvale Blvd,York Mills Rd,Arterial,FEL W/Blower,38,380.0,E,3.61,Transit,
,"NY, TEY","8, 9",21-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Dufferin St,Wilson Ave,St Clair Ave W,Arterial,FEL w/Blower,,0.0,W Side,,Transit,
,NY,"15, 17",22-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,6,15.0,TOA2-2,,Bayview Ave - NB,York Mills Rd,Finch Ave E,Arterial,FEL w/Blower,33,330.0,E,4.15,Transit,
,NY,15,22-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Lawrence Ave E - EB,Mt Pleasant Rd,Bayview Av,Arterial,FEL w/Blower,72,720.0,S Side,1.25,Transit,
,TEY,12,22-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,,,TOA2-2,,Mt Pleasant Rd - SB,Eglinton Ave,Belsize Dr,Arterial,FEL w/Blower,21,210.0,W Side,0.675,Transit,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,7,10.5,18.0,In-House / A1,Leslie,Linsmore Cres,O'Connor Dr,Mortimer Ave,Local,Blower,61,610.0,both,1.74,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,Monarch Park Ave,Mortimer Ave,Memorial Park Ave,Local,Blower,,0.0,both,0.4,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,Barfield Ave,Memorial Park,Cosburn Ave,Local,Blower,,0.0,both,0.82,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,Derwyn Rd,Cosburn Ave,O'Connor Dr,Local,Blower,,0.0,both,0.82,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,Athlone Rd,O'Connor Dr,Cosburn Ave,Local,Blower,,0.0,both,0.82,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,Northbrook Rd,O'Connor Dr,Cosburn Ave,Local,Blower,,0.0,both,0.82,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,Northridge Ave,O'Connor Dr,Cosburn Ave,Local,Blower,,0.0,w,0.41,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 5:30 PM,Ian McGhee,,,,In-House / A1,Leslie,McKayfield Rd,Cosburn Ave,Memorial Park,Local,Blower,,0.0,w,0.2,Unwin,
,TEY,19,3-Mar-25,7:00 AM - 6:00 PM,Wyatt Cerqua,7,11,19.0,In-House / A1,Castlefield,Dawes Rd,Crescent Town,Victoria Park,Local,Blower,28,280.0,e,1.17,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 6:00 PM,Wyatt Cerqua,,,,In-House / A1,Castlefield,Shudell Ave,Condor Ave,Seymour Ave,Local,Blower,,0.0,s,0.08,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 6:00 PM,Wyatt Cerqua,,,,In-House / A1,Castlefield,Seymour Ave,Queen Victoria St,Boultbee Ave,Local,Blower,,0.0,w,0.36,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 6:00 PM,Wyatt Cerqua,,,,In-House / A1,Castlefield,Queen Victoria St,Condor Ave,Seymour Ave,Local,Blower,,0.0,n,0.11,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 6:00 PM,Wyatt Cerqua,,,,In-House / A1,Castlefield,Condor Ave,Hunter St,Boultbee Ave,Local,Blower,,0.0,w,0.13,Unwin,
,TEY,14,3-Mar-25,7:00 AM - 6:00 PM,Wyatt Cerqua,,,,In-House / A1,Castlefield,Boultbee Ave,Seymour Ave,Jones Ave,Local,Blower,,0.0,n,0.33,Unwin,
,TEY,10,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,7,11,7.0,In-House / A1,Eastern,Simcoe St,Pearl St,,Intersection,,46,460.0,,0.02,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,King St E,Church St,,Intersection,,,,,0.02,Unwin,
,TEY,10,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,King St E,York St,Simcoe St,Arterial,,,,,0.21,Unwin,
,TEY,10,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Ridge Dr,entire street,,Sidewalk,,,,,0.42,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Harper Ave,entire street,,Sidewalk,,,,,0.35,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Whitney Ave ,entire street,,Sidewalk,,,,,0.33,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Edgar Ave,entire street,,Sidewalk,,,,,0.35,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Heath Cres,,Dead end,,,,,Both sides,0.18,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Hudson Dr,Heath St,Dead end,,,,,Both sides,0.34,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Glenrose Ave,Welland Ave,Dead end,,,,0.0,Both sides,0.36,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Valley View,entire street,,,,,0.0,Both sides,0.16,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Ridge Dr Park,entire street,,,,,,Both sides,0.1,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Rosedale Heights Dr,Sighthill Ave,Dead end,,,,,Both sides,0.2,Unwin,
,TEY,11,3-Mar-25,6:30 PM - 6:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Old Bridle Path,entire street,,,,,,Both sides,0.38,Unwin,
,NY,18,23-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,6,15.0,TOA2-2,,Bayview Ave - SB,Steeles Ave E,Empress Ave,Arterial,FEL w/Blower,34,340.0,W,3.671,Transit,
,TEY,12,23-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Mt Pleasant Rd - SB,Belsize Dr,St Clair Ave E,Arterial,FEL w/Blower,45,450.0,W Side,1.39,Transit,
,NY,15,24-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,6,15.0,TOA2-2,,Sheppard Ave E - EB,Bayview Ave,Blue Ridge Rd,Arterial,FEL w/Blower,16,160.0,South,1.14,Transit,
,NY,15,24-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,,,TOA2-2,,Bayview Ave - SB,Hwy 401,York Mills Rd,Arterial,FEL w/Blower,18,180.0,West side,1.53,Transit,
,TEY,10,3-Mar-25,6:30 PM - 5:30 AM,Garrett Silveira,5,11,5.0,In-House / A1,King,Spadina Ave,Front St W,,Intersection,Loader,22,220.0,4 corners,0.02,Unwin,
,TEY,10,3-Mar-25,6:30 PM - 5:30 AM,Garrett Silveira,,,,In-House / A1,King,Spadina Ave,Sullivan St,,Intersection,Loader,,0.0,4 corners,0.02,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Garrett Silveira,,,,In-House / A1,King,Yonge St,Wellington St,,Intersection,Loader,,0.0,4 corners,0.02,Unwin,
,TEY,9/11,3-Mar-25,6:30 PM - 5:30 AM,Garrett Silveira,,,,In-House / A1,King,Harbord St,Ossington Ave,,Intersection,Loader,,0.0,4 corners,0.02,Unwin,
,"NY, TEY","11, 15",24-Feb-25,Night - 6:30pm-6:30am,M.Mariani ,TOA2-2 - Crew 1,12,5.0,TOA2-2,,Mt Pleasant Rd - NB,Whitehall Rd,Soudan Ave,Arterial,FEL w/Blower,63,630.0,E Side,2.54,Transit,
,NY,17,25-Feb-25,Day - 6:30am-6:30pm,P. Monardo,TOA2-2 - Crew 1,6,15.0,TOA2-2,,Sheppard Ave E - EB,Blue Ridge Rd,Hwy 404,Arterial,FEL w/Blower,33,330.0,South,2.82,Transit,
,TEY,14,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,6,11,6.0,In-House / A1,Eastern,Pape Ave,Queen St E,,Intersection,Blower,54,540.0,4 corners,0.02,Unwin,
,TEY,14,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Beechwood Dr,Beechwood Dr,dead end,Local,Blower,,0.0,Both,1.02,Unwin,
,TEY,14,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Minton Pl,Hopedale Ave,dead end,Local,Blower,,0.0,Both,0.1,Unwin,
,TEY,14,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Fernwood Gdns,Broadview Ave,dead end,Local,Blower,,0.0,Both,0.26,Unwin,
,TEY,14,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Don Valley Dr,Broadview Ave,dead end,Local,Blower,,0.0,Both,0.78,Unwin,
,TEY,14,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Hillside Dr,Broadview Ave,dead end,Local,Blower,,0.0,Both,0.75,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Glen Rd,Howard St,dead end,Local,Blower,,0.0,Both,0.18,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Ontario St ,Wellesley St,dead end,Local,Blower,,0.0,Both,0.36,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Prospect St,Parliament,dead end,Local,Blower,,0.0,Both,0.44,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Rose Ave,Winchester St,Wellesley St,Local,Blower,,0.0,Both,0.53,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Winchester St,Ontario St,Parliament St,Local,Blower,,0.0,Both,0.42,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Ontario St ,Carlton St,Winchester St,Local,Blower,,0.0,Both,0.36,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Aberdeen Ave,Ontario St,Parliament St,Local,Blower,,0.0,Both,0.43,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Oak St,River St,dead end,Local,Blower,,0.0,Both,0.46,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Cornwall St,River St,Picking Coke Lane,Local,Blower,,0.0,Both,0.28,Unwin,
,TEY,13,3-Mar-25,6:30 PM - 5:30 AM,Dexta Walker,,,,In-House / A1,Eastern,Mark St,River St,dead end,Local,Blower,,0.0,Both,0.18,Unwin,
